BUYER_STATE,BUYER_COUNTY,YEAR,QUANTITY,DOSAGE_UNIT
NC,JACKSON,2007,134.0,19300.0
NC,JACKSON,2008,145.0,16030.0
NC,JACKSON,2009,72.0,12000.0
NC,JACKSON,2010,99.0,17430.0
NC,JACKSON,2011,90.0,12600.0
NC,JACKSON,2012,227.0,29020.0
NC,JOHNSTON,2006,98.0,21400.0
NC,JOHNSTON,2007,185.0,27300.0
NC,JOHNSTON,2008,136.0,22000.0
NC,JOHNSTON,2009,112.0,15300.0
NC,JOHNSTON,2010,88.0,16800.0
NC,JOHNSTON,2011,108.0,14000.0
NC,JOHNSTON,2012,126.0,22600.0
NC,JONES,2006,2.0,200.0
NC,LEE,2006,53.0,9800.0
NC,LEE,2007,47.0,10300.0
NC,LEE,2008,103.0,26840.0
NC,LEE,2009,81.0,14100.0
NC,LEE,2010,109.0,14900.0
NC,LEE,2011,122.0,21600.0
NC,LEE,2012,65.0,8430.0
NC,LENOIR,2006,239.0,30300.0
NC,LENOIR,2007,305.0,47500.0
NC,LENOIR,2008,330.0,56200.0
NC,LENOIR,2009,408.0,75120.0
NC,LENOIR,2010,334.0,46970.0
NC,LENOIR,2011,112.0,17200.0
NC,LENOIR,2012,38.0,6090.0
NC,LINCOLN,2006,66.0,18130.0
NC,LINCOLN,2007,101.0,22430.0
NC,LINCOLN,2008,197.0,46900.0
NC,LINCOLN,2009,124.0,25700.0
NC,LINCOLN,2010,153.0,34400.0
NC,LINCOLN,2011,197.0,35400.0
NC,LINCOLN,2012,98.0,24600.0
NC,MACON,2006,21.0,3300.0
NC,MACON,2007,37.0,5800.0
NC,MACON,2008,89.0,14200.0
NC,MACON,2009,61.0,15900.0
NC,MACON,2010,81.0,17000.0
NC,MACON,2011,40.0,4800.0
NC,MACON,2012,49.0,11000.0
NC,MADISON,2006,55.0,9800.0
NC,MADISON,2007,75.0,12230.0
NC,MADISON,2008,47.0,8000.0
NC,MADISON,2009,70.0,23700.0
NC,MADISON,2010,35.0,11730.0
NC,MADISON,2011,52.0,14900.0
NC,MADISON,2012,21.0,7300.0
NC,MARTIN,2006,9.0,900.0
NC,MARTIN,2007,28.0,4000.0
NC,MARTIN,2008,15.0,2700.0
NC,MARTIN,2009,15.0,3100.0
NC,MARTIN,2010,23.0,3900.0
NC,MARTIN,2011,7.0,560.0
NC,MARTIN,2012,22.0,5400.0
NC,MCDOWELL,2006,106.0,19000.0
NC,MCDOWELL,2007,61.0,11300.0
NC,MCDOWELL,2008,132.0,22000.0
NC,MCDOWELL,2009,86.0,15400.0
NC,MCDOWELL,2010,202.0,32200.0
NC,MCDOWELL,2011,144.0,19130.0
NC,MCDOWELL,2012,224.0,29200.0
NC,MECKLENBURG,2006,777.0,119900.0
NC,MECKLENBURG,2007,1035.0,153480.0
NC,MECKLENBURG,2008,1088.0,162030.0
NC,MECKLENBURG,2009,1003.0,161180.0
NC,MECKLENBURG,2010,1050.0,178320.0
NC,MECKLENBURG,2011,1229.0,209540.0
NC,MECKLENBURG,2012,1383.0,200380.0
NC,MITCHELL,2006,116.0,22800.0
NC,MITCHELL,2007,95.0,16300.0
NC,MITCHELL,2008,39.0,6700.0
NC,MITCHELL,2009,6.0,1400.0
NC,MITCHELL,2010,32.0,6000.0
NC,MITCHELL,2011,64.0,10400.0
NC,MITCHELL,2012,60.0,7600.0
NC,MONTGOMERY,2006,34.0,10100.0
NC,MONTGOMERY,2007,51.0,9300.0
NC,MONTGOMERY,2008,36.0,5600.0
NC,MONTGOMERY,2009,33.0,5800.0
NC,MONTGOMERY,2010,42.0,6200.0
NC,MONTGOMERY,2011,61.0,8500.0
NC,MONTGOMERY,2012,57.0,9700.0
NC,MOORE,2006,55.0,5430.0
NC,MOORE,2007,69.0,9700.0
NC,MOORE,2008,70.0,12930.0
NC,MOORE,2009,85.0,10500.0
NC,MOORE,2010,73.0,7700.0
NC,MOORE,2011,76.0,8400.0
NC,MOORE,2012,113.0,11350.0
NC,NASH,2006,53.0,11300.0
NC,NASH,2007,84.0,14000.0
NC,NASH,2008,129.0,24600.0
NC,NASH,2009,113.0,22200.0
NC,NASH,2010,102.0,15000.0
NC,NASH,2011,130.0,21000.0
NC,NASH,2012,160.0,24500.0
NC,NEW HANOVER,2006,284.0,52400.0
NC,NEW HANOVER,2007,405.0,58900.0
NC,NEW HANOVER,2008,316.0,50900.0
NC,NEW HANOVER,2009,410.0,67480.0
NC,NEW HANOVER,2010,414.0,60800.0
NC,NEW HANOVER,2011,460.0,70200.0
NC,NEW HANOVER,2012,388.0,64900.0
NC,NORTHAMPTON,2006,3.0,300.0
NC,ONSLOW,2006,36.0,5200.0
NC,ONSLOW,2007,73.0,9700.0
NC,ONSLOW,2008,71.0,13100.0
NC,ONSLOW,2009,110.0,16600.0
NC,ONSLOW,2010,72.0,10400.0
NC,ONSLOW,2011,68.0,13600.0
NC,ONSLOW,2012,141.0,21700.0
NC,ORANGE,2006,55.0,6700.0
NC,ORANGE,2007,54.0,6200.0
NC,ORANGE,2008,102.0,13400.0
NC,ORANGE,2009,40.0,6800.0
NC,ORANGE,2010,62.0,7800.0
NC,ORANGE,2011,68.0,8800.0
NC,ORANGE,2012,81.0,10500.0
NC,PAMLICO,2006,14.0,1400.0
NC,PAMLICO,2007,26.0,2600.0
NC,PAMLICO,2008,21.0,3300.0
NC,PAMLICO,2009,15.0,3500.0
NC,PAMLICO,2010,30.0,4200.0
NC,PAMLICO,2011,18.0,2600.0
NC,PAMLICO,2012,10.0,1800.0
NC,PASQUOTANK,2006,10.0,1848.0
NC,PASQUOTANK,2007,22.0,3400.0
NC,PASQUOTANK,2008,12.0,1200.0
NC,PASQUOTANK,2009,21.0,9300.0
NC,PASQUOTANK,2010,22.0,8200.0
NC,PASQUOTANK,2011,22.0,5400.0
NC,PASQUOTANK,2012,17.0,1700.0
NC,PENDER,2006,31.0,8700.0
NC,PENDER,2007,24.0,4400.0
NC,PENDER,2008,38.0,7000.0
NC,PENDER,2009,69.0,8900.0
NC,PENDER,2010,83.0,14300.0
NC,PENDER,2011,68.0,11200.0
NC,PENDER,2012,34.0,5000.0
NC,PERQUIMANS,2007,1.0,100.0
NC,PERQUIMANS,2008,3.0,300.0
NC,PERQUIMANS,2009,7.0,700.0
NC,PERQUIMANS,2010,1.0,500.0
NC,PERSON,2006,44.0,7600.0
NC,PERSON,2007,55.0,7900.0
NC,PERSON,2008,74.0,9000.0
NC,PERSON,2009,85.0,11300.0
NC,PERSON,2010,145.0,18900.0
NC,PERSON,2011,87.0,14300.0
NC,PERSON,2012,108.0,14800.0
NC,PITT,2006,98.0,13800.0
NC,PITT,2007,155.0,19900.0
NC,PITT,2008,209.0,25690.0
NC,PITT,2009,210.0,26200.0
NC,PITT,2010,128.0,14800.0
NC,PITT,2011,191.0,26700.0
NC,PITT,2012,199.0,29100.0
NC,POLK,2006,42.0,8160.0
NC,POLK,2007,50.0,12400.0
NC,POLK,2008,76.0,11700.0
NC,POLK,2009,44.0,10030.0
NC,POLK,2010,57.0,10530.0
NC,POLK,2011,71.0,12900.0
NC,POLK,2012,64.0,10900.0
NC,RANDOLPH,2006,97.0,16500.0
NC,RANDOLPH,2007,186.0,28600.0
NC,RANDOLPH,2008,149.0,34100.0
NC,RANDOLPH,2009,151.0,29100.0
NC,RANDOLPH,2010,195.0,33700.0
NC,RANDOLPH,2011,141.0,27100.0
NC,RANDOLPH,2012,186.0,38600.0
NC,RICHMOND,2006,130.0,23000.0
NC,RICHMOND,2007,113.0,18100.0
NC,RICHMOND,2008,110.0,20200.0
NC,RICHMOND,2009,42.0,5000.0
NC,RICHMOND,2010,109.0,12100.0
NC,RICHMOND,2011,70.0,9400.0
NC,RICHMOND,2012,85.0,9300.0
NC,ROBESON,2006,136.0,22400.0
NC,ROBESON,2007,128.0,19200.0
NC,ROBESON,2008,162.0,20600.0
NC,ROBESON,2009,134.0,23800.0
NC,ROBESON,2010,80.0,13200.0
NC,ROBESON,2011,98.0,23100.0
NC,ROBESON,2012,138.0,19400.0
NC,ROCKINGHAM,2006,139.0,30300.0
NC,ROCKINGHAM,2007,184.0,37600.0
NC,ROCKINGHAM,2008,108.0,18800.0
NC,ROCKINGHAM,2009,223.0,32300.0
NC,ROCKINGHAM,2010,149.0,22500.0
NC,ROCKINGHAM,2011,169.0,28100.0
NC,ROCKINGHAM,2012,225.0,36100.0
NC,ROWAN,2006,225.0,37990.0
NC,ROWAN,2007,241.0,39630.0
NC,ROWAN,2008,228.0,33700.0
NC,ROWAN,2009,324.0,43000.0
NC,ROWAN,2010,247.0,35100.0
NC,ROWAN,2011,179.0,32380.0
NC,ROWAN,2012,199.0,26400.0
NC,RUTHERFORD,2006,173.0,29800.0
NC,RUTHERFORD,2007,165.0,33100.0
NC,RUTHERFORD,2008,152.0,24100.0
NC,RUTHERFORD,2009,165.0,23600.0
NC,RUTHERFORD,2010,213.0,39200.0
NC,RUTHERFORD,2011,206.0,29800.0
NC,RUTHERFORD,2012,174.0,35900.0
NC,SAMPSON,2006,24.0,4000.0
NC,SAMPSON,2007,49.0,9700.0
NC,SAMPSON,2008,56.0,10800.0
NC,SAMPSON,2009,31.0,7100.0
NC,SAMPSON,2010,51.0,8300.0
NC,SAMPSON,2011,62.0,10460.0
NC,SAMPSON,2012,37.0,6900.0
NC,SCOTLAND,2006,76.0,8800.0
NC,SCOTLAND,2007,81.0,13300.0
NC,SCOTLAND,2008,39.0,5500.0
NC,SCOTLAND,2009,21.0,2100.0
NC,SCOTLAND,2010,10.0,1400.0
NC,SCOTLAND,2011,25.0,3300.0
NC,SCOTLAND,2012,61.0,6100.0
NC,STANLY,2006,140.0,25300.0
NC,STANLY,2007,182.0,35800.0
NC,STANLY,2008,151.0,29100.0
NC,STANLY,2009,103.0,20690.0
NC,STANLY,2010,85.0,21700.0
NC,STANLY,2011,111.0,22300.0
NC,STANLY,2012,106.0,14970.0
NC,STOKES,2006,42.0,8200.0
NC,STOKES,2007,71.0,10700.0
NC,STOKES,2008,82.0,18200.0
NC,STOKES,2009,55.0,14300.0
NC,STOKES,2010,38.0,13400.0
NC,STOKES,2011,76.0,24600.0
NC,STOKES,2012,72.0,14900.0
NC,SURRY,2006,184.0,35600.0
NC,SURRY,2007,342.0,53000.0
NC,SURRY,2008,265.0,42500.0
NC,SURRY,2009,343.0,62900.0
NC,SURRY,2010,242.0,44000.0
NC,SURRY,2011,206.0,43040.0
NC,SURRY,2012,245.0,41000.0
NC,SWAIN,2006,55.0,8230.0
NC,SWAIN,2007,49.0,9730.0
NC,SWAIN,2008,44.0,7600.0
NC,SWAIN,2009,45.0,9700.0
NC,SWAIN,2010,62.0,9000.0
NC,SWAIN,2011,65.0,9700.0
NC,SWAIN,2012,46.0,10200.0
NC,TRANSYLVANIA,2006,40.0,6800.0
NC,TRANSYLVANIA,2007,49.0,12900.0
NC,TRANSYLVANIA,2008,34.0,5000.0
NC,TRANSYLVANIA,2009,71.0,11500.0
NC,TRANSYLVANIA,2010,39.0,9200.0
NC,TRANSYLVANIA,2011,55.0,12300.0
NC,TRANSYLVANIA,2012,87.0,14730.0
NC,TYRRELL,2006,15.0,2300.0
NC,TYRRELL,2007,6.0,1000.0
NC,UNION,2006,182.0,50430.0
NC,UNION,2007,247.0,41260.0
NC,UNION,2008,231.0,45300.0
NC,UNION,2009,183.0,32800.0
NC,UNION,2010,166.0,34600.0
NC,UNION,2011,172.0,34900.0
NC,UNION,2012,272.0,43300.0
NC,VANCE,2006,7.0,1100.0
NC,VANCE,2007,45.0,4900.0
NC,VANCE,2008,29.0,5300.0
NC,VANCE,2009,48.0,11600.0
NC,VANCE,2010,28.0,5200.0
NC,VANCE,2011,24.0,2800.0
NC,VANCE,2012,40.0,6400.0
NC,WAKE,2006,596.0,83200.0
NC,WAKE,2007,858.0,120600.0
NC,WAKE,2008,780.0,118370.0
NC,WAKE,2009,733.0,115500.0
NC,WAKE,2010,845.0,142450.0
NC,WAKE,2011,923.0,139170.0
NC,WAKE,2012,961.0,144900.0
NC,WARREN,2006,3.0,300.0
NC,WASHINGTON,2006,3.0,300.0
NC,WASHINGTON,2007,3.0,300.0
NC,WATAUGA,2006,94.0,19330.0
NC,WATAUGA,2007,120.0,21600.0
NC,WATAUGA,2008,39.0,4300.0
NC,WATAUGA,2009,14.0,1400.0
NC,WATAUGA,2010,23.0,3500.0
NC,WATAUGA,2011,30.0,3800.0
NC,WATAUGA,2012,37.0,4900.0
NC,WAYNE,2006,63.0,14300.0
NC,WAYNE,2007,95.0,16300.0
NC,WAYNE,2008,101.0,17300.0
NC,WAYNE,2009,90.0,13000.0
NC,WAYNE,2010,66.0,12600.0
NC,WAYNE,2011,89.0,11630.0
NC,WAYNE,2012,116.0,22400.0
NC,WILKES,2006,215.0,38300.0
NC,WILKES,2007,154.0,28600.0
NC,WILKES,2008,204.0,29530.0
NC,WILKES,2009,269.0,36500.0
NC,WILKES,2010,316.0,42400.0
NC,WILKES,2011,243.0,36700.0
NC,WILKES,2012,285.0,42500.0
NC,WILSON,2006,68.0,15200.0
NC,WILSON,2007,69.0,10100.0
NC,WILSON,2008,108.0,13860.0
NC,WILSON,2009,86.0,13400.0
NC,WILSON,2010,114.0,13800.0
NC,WILSON,2011,180.0,24000.0
NC,WILSON,2012,119.0,18860.0
NC,YADKIN,2006,27.0,10700.0
NC,YADKIN,2007,64.0,10400.0
NC,YADKIN,2008,32.0,7200.0
NC,YADKIN,2009,40.0,13600.0
NC,YADKIN,2010,37.0,7300.0
NC,YADKIN,2011,75.0,19430.0
NC,YADKIN,2012,60.0,10800.0
NC,YANCEY,2006,84.0,12400.0
NC,YANCEY,2007,74.0,9000.0
NC,YANCEY,2008,45.0,10900.0
NC,YANCEY,2009,39.0,5900.0
NC,YANCEY,2010,23.0,6700.0
NC,YANCEY,2011,40.0,7600.0
NC,YANCEY,2012,18.0,1800.0
ND,BARNES,2007,2.0,1000.0
ND,BARNES,2010,1.0,100.0
ND,BURLEIGH,2007,2.0,1000.0
ND,BURLEIGH,2008,1.0,500.0
ND,BURLEIGH,2009,4.0,2000.0
ND,BURLEIGH,2011,3.0,1500.0
ND,CASS,2006,1.0,100.0
ND,CASS,2009,7.0,3100.0
ND,CASS,2011,3.0,1500.0
ND,DUNN,2006,2.0,200.0
ND,GRAND FORKS,2010,1.0,500.0
ND,GRAND FORKS,2011,3.0,300.0
ND,GRAND FORKS,2012,2.0,1500.0
ND,HETTINGER,2007,1.0,500.0
ND,MORTON,2010,13.0,1700.0
ND,RAMSEY,2007,3.0,700.0
ND,RAMSEY,2011,3.0,300.0
ND,ROLETTE,2011,1.0,500.0
ND,SARGENT,2006,1.0,100.0
ND,SARGENT,2007,1.0,100.0
ND,STARK,2009,2.0,200.0
ND,STUTSMAN,2011,12.0,1200.0
ND,STUTSMAN,2012,4.0,400.0
ND,WARD,2010,3.0,1500.0
ND,WARD,2011,12.0,1200.0
ND,WARD,2012,9.0,1700.0
ND,WILLIAMS,2006,2.0,200.0
NE,ADAMS,2006,17.0,5300.0
NE,ADAMS,2007,14.0,3400.0
NE,ADAMS,2008,14.0,2600.0
NE,ADAMS,2009,11.0,3500.0
NE,ADAMS,2010,23.0,3500.0
NE,ADAMS,2011,13.0,2100.0
NE,ADAMS,2012,5.0,1700.0
NE,BOONE,2007,1.0,500.0
NE,BOYD,2012,1.0,500.0
NE,BROWN,2009,2.0,200.0
NE,BUFFALO,2006,8.0,800.0
NE,BUFFALO,2007,17.0,5300.0
NE,BUFFALO,2008,10.0,4200.0
NE,BUFFALO,2009,22.0,5000.0
NE,BUFFALO,2010,6.0,2200.0
NE,BUFFALO,2011,29.0,4900.0
NE,BUFFALO,2012,31.0,5100.0
NE,CHERRY,2006,2.0,1000.0
NE,CUSTER,2006,2.0,1000.0
NE,CUSTER,2007,1.0,100.0
NE,CUSTER,2008,2.0,200.0
NE,CUSTER,2010,2.0,1000.0
NE,DAKOTA,2006,8.0,2800.0
NE,DAKOTA,2007,6.0,2200.0
NE,DAKOTA,2008,6.0,1400.0
NE,DAKOTA,2009,7.0,1500.0
NE,DAKOTA,2010,15.0,3100.0
NE,DAKOTA,2011,14.0,2200.0
NE,DAKOTA,2012,10.0,1800.0
NE,DAWSON,2011,3.0,300.0
NE,DAWSON,2012,3.0,300.0
NE,DODGE,2006,7.0,3100.0
NE,DODGE,2007,10.0,2600.0
NE,DODGE,2008,15.0,5100.0
NE,DODGE,2009,11.0,3500.0
NE,DODGE,2010,17.0,3700.0
NE,DODGE,2011,24.0,4800.0
NE,DODGE,2012,35.0,5100.0
NE,DOUGLAS,2006,266.0,64600.0
NE,DOUGLAS,2007,283.0,60300.0
NE,DOUGLAS,2008,327.0,78300.0
NE,DOUGLAS,2009,455.0,85100.0
NE,DOUGLAS,2010,515.0,88700.0
NE,DOUGLAS,2011,510.0,85400.0
NE,DOUGLAS,2012,555.0,91500.0
NE,FURNAS,2006,2.0,1000.0
NE,FURNAS,2008,1.0,500.0
NE,FURNAS,2009,3.0,1500.0
NE,FURNAS,2011,1.0,500.0
NE,FURNAS,2012,1.0,500.0
NE,GAGE,2012,8.0,1200.0
NE,HALL,2006,21.0,6900.0
NE,HALL,2007,50.0,17000.0
NE,HALL,2008,19.0,4300.0
NE,HALL,2009,25.0,3700.0
NE,HALL,2010,50.0,13000.0
NE,HALL,2011,39.0,10700.0
NE,HALL,2012,42.0,8600.0
NE,JEFFERSON,2006,6.0,600.0
NE,JEFFERSON,2007,5.0,500.0
NE,JEFFERSON,2008,12.0,1200.0
NE,JEFFERSON,2009,12.0,1600.0
NE,JEFFERSON,2010,16.0,1600.0
NE,JEFFERSON,2011,17.0,2100.0
NE,JEFFERSON,2012,14.0,2600.0
NE,KNOX,2012,3.0,1500.0
NE,LANCASTER,2006,186.0,41800.0
NE,LANCASTER,2007,209.0,38900.0
NE,LANCASTER,2008,223.0,45900.0
NE,LANCASTER,2009,253.0,38100.0
NE,LANCASTER,2010,291.0,50700.0
NE,LANCASTER,2011,276.0,52000.0
NE,LANCASTER,2012,425.0,60100.0
NE,LINCOLN,2010,9.0,2100.0
NE,LINCOLN,2011,4.0,1200.0
NE,LINCOLN,2012,3.0,700.0
NE,MADISON,2006,8.0,1200.0
NE,MADISON,2007,3.0,700.0
NE,MADISON,2008,7.0,1500.0
NE,MADISON,2009,7.0,1500.0
NE,MADISON,2010,10.0,1800.0
NE,MADISON,2011,7.0,1900.0
NE,MADISON,2012,12.0,2400.0
NE,MORRILL,2011,1.0,500.0
NE,MORRILL,2012,1.0,500.0
NE,NEMAHA,2012,2.0,1000.0
NE,NUCKOLLS,2008,5.0,500.0
NE,NUCKOLLS,2009,4.0,800.0
NE,NUCKOLLS,2010,1.0,100.0
NE,NUCKOLLS,2011,3.0,300.0
NE,NUCKOLLS,2012,6.0,600.0
NE,OTOE,2006,1.0,100.0
NE,OTOE,2007,1.0,100.0
NE,OTOE,2010,3.0,300.0
NE,OTOE,2011,1.0,100.0
NE,OTOE,2012,18.0,3000.0
NE,PHELPS,2007,2.0,200.0
NE,PHELPS,2008,4.0,400.0
NE,PLATTE,2006,18.0,4200.0
NE,PLATTE,2007,11.0,1900.0
NE,PLATTE,2008,14.0,2200.0
NE,PLATTE,2009,18.0,4200.0
NE,PLATTE,2010,25.0,2900.0
NE,PLATTE,2011,36.0,4800.0
NE,PLATTE,2012,35.0,3900.0
NE,RED WILLOW,2009,5.0,500.0
NE,RICHARDSON,2006,4.0,400.0
NE,RICHARDSON,2012,4.0,2000.0
NE,SALINE,2006,13.0,1300.0
NE,SALINE,2007,6.0,600.0
NE,SALINE,2009,10.0,1000.0
NE,SARPY,2006,48.0,16800.0
NE,SARPY,2007,84.0,22800.0
NE,SARPY,2008,66.0,20200.0
NE,SARPY,2009,101.0,24100.0
NE,SARPY,2010,118.0,19000.0
NE,SARPY,2011,97.0,21300.0
NE,SARPY,2012,126.0,18200.0
NE,SCOTTS BLUFF,2006,18.0,8600.0
NE,SCOTTS BLUFF,2007,15.0,3900.0
NE,SCOTTS BLUFF,2008,20.0,8000.0
NE,SCOTTS BLUFF,2009,8.0,2000.0
NE,SCOTTS BLUFF,2010,20.0,8000.0
NE,SCOTTS BLUFF,2011,24.0,10400.0
NE,SCOTTS BLUFF,2012,26.0,2600.0
NE,SEWARD,2006,2.0,1000.0
NE,SEWARD,2007,2.0,1000.0
NE,SEWARD,2010,2.0,1000.0
NE,SHERIDAN,2006,1.0,500.0
NE,VALLEY,2009,4.0,2000.0
NE,WASHINGTON,2007,1.0,100.0
NE,WASHINGTON,2008,4.0,800.0
NE,WASHINGTON,2009,5.0,2500.0
NE,WASHINGTON,2010,39.0,5100.0
NE,WASHINGTON,2011,14.0,2600.0
NE,WASHINGTON,2012,54.0,6600.0
NE,WAYNE,2006,1.0,100.0
NE,WAYNE,2007,1.0,100.0
NE,WAYNE,2008,2.0,200.0
NE,YORK,2006,4.0,1200.0
NE,YORK,2007,5.0,900.0
NE,YORK,2008,6.0,3000.0
NE,YORK,2009,2.0,1000.0
NE,YORK,2010,14.0,3400.0
NE,YORK,2011,23.0,4700.0
NE,YORK,2012,46.0,7000.0
NH,BELKNAP,2009,10.0,1000.0
NH,BELKNAP,2010,29.0,2900.0
NH,BELKNAP,2011,27.0,3900.0
NH,BELKNAP,2012,22.0,4200.0
NH,CARROLL,2006,1.0,100.0
NH,CARROLL,2010,18.0,1800.0
NH,CARROLL,2011,24.0,2800.0
NH,CARROLL,2012,33.0,3700.0
NH,CHESHIRE,2011,4.0,400.0
NH,CHESHIRE,2012,1.0,500.0
NH,COOS,2009,3.0,300.0
NH,GRAFTON,2010,38.0,4600.0
NH,GRAFTON,2011,21.0,3700.0
NH,GRAFTON,2012,45.0,4900.0
NH,HILLSBOROUGH,2006,7.0,1100.0
NH,HILLSBOROUGH,2007,3.0,1500.0
NH,HILLSBOROUGH,2009,29.0,8100.0
NH,HILLSBOROUGH,2010,51.0,6700.0
NH,HILLSBOROUGH,2011,121.0,14500.0
NH,HILLSBOROUGH,2012,106.0,13800.0
NH,MERRIMACK,2006,6.0,600.0
NH,MERRIMACK,2007,2.0,1000.0
NH,MERRIMACK,2009,29.0,3700.0
NH,MERRIMACK,2010,16.0,2000.0
NH,MERRIMACK,2011,51.0,5500.0
NH,MERRIMACK,2012,51.0,7500.0
NH,ROCKINGHAM,2009,8.0,1200.0
NH,ROCKINGHAM,2010,53.0,6900.0
NH,ROCKINGHAM,2011,20.0,3200.0
NH,ROCKINGHAM,2012,25.0,3300.0
NH,STRAFFORD,2006,4.0,2000.0
NH,STRAFFORD,2009,3.0,300.0
NH,STRAFFORD,2010,6.0,600.0
NH,STRAFFORD,2012,61.0,6100.0
NH,SULLIVAN,2009,5.0,500.0
NJ,ATLANTIC,2006,139.0,18300.0
NJ,ATLANTIC,2007,184.0,19600.0
NJ,ATLANTIC,2008,187.0,22300.0
NJ,ATLANTIC,2009,319.0,35100.0
NJ,ATLANTIC,2010,309.0,38900.0
NJ,ATLANTIC,2011,254.0,31000.0
NJ,ATLANTIC,2012,346.0,39800.0
NJ,BERGEN,2006,82.0,13400.0
NJ,BERGEN,2007,61.0,10900.0
NJ,BERGEN,2008,42.0,4200.0
NJ,BERGEN,2009,24.0,4400.0
NJ,BERGEN,2010,25.0,4100.0
NJ,BERGEN,2011,41.0,5700.0
NJ,BERGEN,2012,32.0,4000.0
NJ,BURLINGTON,2006,297.0,37100.0
NJ,BURLINGTON,2007,354.0,43800.0
NJ,BURLINGTON,2008,411.0,49200.0
NJ,BURLINGTON,2009,471.0,57200.0
NJ,BURLINGTON,2010,523.0,69100.0
NJ,BURLINGTON,2011,624.0,78000.0
NJ,BURLINGTON,2012,734.0,90200.0
NJ,CAMDEN,2006,336.0,38400.0
NJ,CAMDEN,2007,438.0,54600.0
NJ,CAMDEN,2008,299.0,36700.0
NJ,CAMDEN,2009,504.0,64800.0
NJ,CAMDEN,2010,674.0,72200.0
NJ,CAMDEN,2011,789.0,87300.0
NJ,CAMDEN,2012,694.0,77000.0
NJ,CAPE MAY,2006,10.0,1400.0
NJ,CAPE MAY,2007,28.0,4800.0
NJ,CAPE MAY,2008,19.0,2700.0
NJ,CAPE MAY,2009,67.0,8700.0
NJ,CAPE MAY,2010,139.0,17900.0
NJ,CAPE MAY,2011,112.0,15200.0
NJ,CAPE MAY,2012,106.0,15000.0
NJ,CUMBERLAND,2006,12.0,2400.0
NJ,CUMBERLAND,2007,54.0,7800.0
NJ,CUMBERLAND,2008,25.0,2900.0
NJ,CUMBERLAND,2009,50.0,5000.0
NJ,CUMBERLAND,2010,131.0,13100.0
NJ,CUMBERLAND,2011,73.0,8100.0
NJ,CUMBERLAND,2012,154.0,22500.0
NJ,ESSEX,2006,239.0,31100.0
NJ,ESSEX,2007,77.0,9300.0
NJ,ESSEX,2008,58.0,7800.0
NJ,ESSEX,2009,136.0,14800.0
NJ,ESSEX,2010,29.0,5700.0
NJ,ESSEX,2011,73.0,8100.0
NJ,ESSEX,2012,42.0,5000.0
NJ,GLOUCESTER,2006,67.0,7100.0
NJ,GLOUCESTER,2007,150.0,18200.0
NJ,GLOUCESTER,2008,185.0,21300.0
NJ,GLOUCESTER,2009,376.0,43200.0
NJ,GLOUCESTER,2010,495.0,56300.0
NJ,GLOUCESTER,2011,466.0,49800.0
NJ,GLOUCESTER,2012,458.0,61720.0
NJ,HUDSON,2006,60.0,8800.0
NJ,HUDSON,2007,55.0,6300.0
NJ,HUDSON,2008,22.0,2600.0
NJ,HUDSON,2009,8.0,2000.0
NJ,HUDSON,2010,15.0,2700.0
NJ,HUDSON,2011,19.0,2700.0
NJ,HUDSON,2012,5.0,1300.0
NJ,HUNTERDON,2006,53.0,10500.0
NJ,HUNTERDON,2007,6.0,2200.0
NJ,HUNTERDON,2008,13.0,3000.0
NJ,HUNTERDON,2009,14.0,2200.0
NJ,HUNTERDON,2010,6.0,1800.0
NJ,HUNTERDON,2011,18.0,3000.0
NJ,HUNTERDON,2012,18.0,3000.0
NJ,MERCER,2006,125.0,16100.0
NJ,MERCER,2007,191.0,24700.0
NJ,MERCER,2008,142.0,20930.0
NJ,MERCER,2009,277.0,34100.0
NJ,MERCER,2010,319.0,40230.0
NJ,MERCER,2011,381.0,49490.0
NJ,MERCER,2012,274.0,35000.0
NJ,MIDDLESEX,2006,266.0,33400.0
NJ,MIDDLESEX,2007,87.0,10300.0
NJ,MIDDLESEX,2008,103.0,12560.0
NJ,MIDDLESEX,2009,398.0,58600.0
NJ,MIDDLESEX,2010,222.0,45000.0
NJ,MIDDLESEX,2011,92.0,12400.0
NJ,MIDDLESEX,2012,42.0,4130.0
NJ,MONMOUTH,2006,210.0,31000.0
NJ,MONMOUTH,2007,310.0,43000.0
NJ,MONMOUTH,2008,193.0,30830.0
NJ,MONMOUTH,2009,386.0,46600.0
NJ,MONMOUTH,2010,435.0,55900.0
NJ,MONMOUTH,2011,316.0,44800.0
NJ,MONMOUTH,2012,428.0,59700.0
NJ,MORRIS,2006,79.0,9500.0
NJ,MORRIS,2007,19.0,3100.0
NJ,MORRIS,2008,14.0,2600.0
NJ,MORRIS,2009,36.0,6800.0
NJ,MORRIS,2010,19.0,2300.0
NJ,MORRIS,2011,19.0,3500.0
NJ,MORRIS,2012,11.0,2300.0
NJ,OCEAN,2006,280.0,40000.0
NJ,OCEAN,2007,406.0,56600.0
NJ,OCEAN,2008,490.0,65000.0
NJ,OCEAN,2009,810.0,103800.0
NJ,OCEAN,2010,820.0,103200.0
NJ,OCEAN,2011,811.0,100700.0
NJ,OCEAN,2012,676.0,89600.0
NJ,PASSAIC,2006,112.0,25600.0
NJ,PASSAIC,2007,46.0,7400.0
NJ,PASSAIC,2008,15.0,2700.0
NJ,PASSAIC,2009,35.0,4300.0
