BUYER_STATE,BUYER_COUNTY,YEAR,QUANTITY,DOSAGE_UNIT
AK,ANCHORAGE,2006,11.0,2300.0
AK,ANCHORAGE,2007,1.0,500.0
AK,ANCHORAGE,2008,2.0,200.0
AK,ANCHORAGE,2009,1.0,100.0
AK,FAIRBANKS NORTH STAR,2006,9.0,900.0
AK,FAIRBANKS NORTH STAR,2007,7.0,3500.0
AK,JUNEAU,2011,4.0,1600.0
AK,JUNEAU,2012,3.0,700.0
AK,KENAI PENINSULA,2012,3.0,1500.0
AK,KETCHIKAN GATEWAY,2007,3.0,1500.0
AK,KETCHIKAN GATEWAY,2012,2.0,200.0
AK,MATANUSKA SUSITNA,2011,6.0,3000.0
AL,AUTAUGA,2006,47.0,9500.0
AL,AUTAUGA,2007,35.0,6300.0
AL,AUTAUGA,2008,40.0,13600.0
AL,AUTAUGA,2009,49.0,8100.0
AL,AUTAUGA,2010,103.0,22300.0
AL,AUTAUGA,2011,76.0,16400.0
AL,AUTAUGA,2012,109.0,21000.0
AL,BALDWIN,2006,257.0,43890.0
AL,BALDWIN,2007,325.0,65420.0
AL,BALDWIN,2008,335.0,68180.0
AL,BALDWIN,2009,250.0,79500.0
AL,BALDWIN,2010,463.0,98700.0
AL,BALDWIN,2011,394.0,95100.0
AL,BALDWIN,2012,254.0,60900.0
AL,BARBOUR,2006,10.0,1400.0
AL,BARBOUR,2007,8.0,2000.0
AL,BARBOUR,2008,3.0,1100.0
AL,BARBOUR,2009,5.0,1300.0
AL,BARBOUR,2010,11.0,2300.0
AL,BARBOUR,2011,8.0,3200.0
AL,BARBOUR,2012,16.0,2400.0
AL,BIBB,2006,19.0,3500.0
AL,BIBB,2007,25.0,3300.0
AL,BIBB,2008,15.0,1900.0
AL,BIBB,2009,8.0,3600.0
AL,BIBB,2010,8.0,3200.0
AL,BIBB,2011,21.0,3700.0
AL,BIBB,2012,28.0,4400.0
AL,BLOUNT,2006,17.0,5000.0
AL,BLOUNT,2007,39.0,11800.0
AL,BLOUNT,2008,29.0,14100.0
AL,BLOUNT,2009,20.0,5600.0
AL,BLOUNT,2010,27.0,8300.0
AL,BLOUNT,2011,61.0,16900.0
AL,BLOUNT,2012,63.0,18300.0
AL,BULLOCK,2006,4.0,400.0
AL,BULLOCK,2007,23.0,3500.0
AL,BULLOCK,2008,3.0,700.0
AL,BULLOCK,2009,19.0,6700.0
AL,BULLOCK,2010,3.0,1030.0
AL,BULLOCK,2011,15.0,6800.0
AL,BULLOCK,2012,31.0,4300.0
AL,BUTLER,2006,52.0,8000.0
AL,BUTLER,2007,58.0,9000.0
AL,BUTLER,2008,81.0,9300.0
AL,BUTLER,2009,66.0,8600.0
AL,BUTLER,2010,160.0,20000.0
AL,BUTLER,2011,75.0,9100.0
AL,BUTLER,2012,116.0,15200.0
AL,CALHOUN,2006,168.0,25200.0
AL,CALHOUN,2007,145.0,26100.0
AL,CALHOUN,2008,141.0,23700.0
AL,CALHOUN,2009,127.0,23100.0
AL,CALHOUN,2010,185.0,28500.0
AL,CALHOUN,2011,182.0,27800.0
AL,CALHOUN,2012,76.0,11600.0
AL,CHAMBERS,2006,8.0,3600.0
AL,CHAMBERS,2007,14.0,3000.0
AL,CHAMBERS,2008,28.0,3600.0
AL,CHAMBERS,2009,61.0,6500.0
AL,CHAMBERS,2010,36.0,7200.0
AL,CHAMBERS,2011,26.0,4200.0
AL,CHAMBERS,2012,42.0,5400.0
AL,CHEROKEE,2006,65.0,11820.0
AL,CHEROKEE,2007,105.0,15300.0
AL,CHEROKEE,2008,44.0,7600.0
AL,CHEROKEE,2009,44.0,10000.0
AL,CHEROKEE,2010,55.0,13500.0
AL,CHEROKEE,2011,42.0,11800.0
AL,CHEROKEE,2012,67.0,10800.0
AL,CHILTON,2006,62.0,15000.0
AL,CHILTON,2007,56.0,11200.0
AL,CHILTON,2008,79.0,17500.0
AL,CHILTON,2009,23.0,5500.0
AL,CHILTON,2010,89.0,18500.0
AL,CHILTON,2011,195.0,31500.0
AL,CHILTON,2012,127.0,23900.0
AL,CHOCTAW,2006,2.0,200.0
AL,CHOCTAW,2007,4.0,400.0
AL,CHOCTAW,2008,3.0,300.0
AL,CHOCTAW,2009,2.0,1000.0
AL,CLARKE,2006,8.0,1530.0
AL,CLARKE,2007,33.0,10330.0
AL,CLARKE,2008,15.0,8500.0
AL,CLARKE,2009,22.0,5400.0
AL,CLARKE,2010,16.0,2400.0
AL,CLARKE,2011,17.0,2900.0
AL,CLARKE,2012,28.0,2800.0
AL,CLAY,2006,6.0,3700.0
AL,CLAY,2007,1.0,1000.0
AL,CLAY,2008,8.0,2400.0
AL,CLAY,2009,11.0,7100.0
AL,CLAY,2010,6.0,4100.0
AL,CLAY,2011,14.0,3200.0
AL,CLAY,2012,4.0,400.0
AL,CLEBURNE,2006,6.0,1400.0
AL,CLEBURNE,2007,16.0,4400.0
AL,CLEBURNE,2008,17.0,5700.0
AL,CLEBURNE,2009,11.0,3100.0
AL,CLEBURNE,2010,18.0,5000.0
AL,CLEBURNE,2011,18.0,3800.0
AL,CLEBURNE,2012,22.0,7900.0
AL,COFFEE,2006,57.0,12900.0
AL,COFFEE,2007,62.0,19400.0
AL,COFFEE,2008,103.0,20800.0
AL,COFFEE,2009,65.0,21300.0
AL,COFFEE,2010,62.0,18600.0
AL,COFFEE,2011,129.0,44130.0
AL,COFFEE,2012,122.0,34700.0
AL,COLBERT,2006,25.0,4100.0
AL,COLBERT,2007,31.0,7100.0
AL,COLBERT,2008,73.0,12100.0
AL,COLBERT,2009,95.0,17830.0
AL,COLBERT,2010,199.0,41030.0
AL,COLBERT,2011,228.0,59560.0
AL,COLBERT,2012,181.0,43030.0
AL,CONECUH,2006,82.0,11800.0
AL,CONECUH,2007,174.0,20200.0
AL,CONECUH,2008,116.0,18800.0
AL,CONECUH,2009,204.0,25200.0
AL,CONECUH,2010,158.0,25000.0
AL,CONECUH,2011,35.0,11500.0
AL,CONECUH,2012,24.0,6400.0
AL,COVINGTON,2006,64.0,17900.0
AL,COVINGTON,2007,46.0,12360.0
AL,COVINGTON,2008,56.0,19050.0
AL,COVINGTON,2009,74.0,21830.0
AL,COVINGTON,2010,49.0,16900.0
AL,COVINGTON,2011,49.0,19600.0
AL,COVINGTON,2012,66.0,15500.0
AL,CRENSHAW,2006,5.0,2500.0
AL,CRENSHAW,2007,9.0,4500.0
AL,CRENSHAW,2008,6.0,3000.0
AL,CRENSHAW,2009,8.0,4000.0
AL,CRENSHAW,2010,8.0,2800.0
AL,CRENSHAW,2011,13.0,3630.0
AL,CRENSHAW,2012,4.0,800.0
AL,CULLMAN,2006,111.0,28780.0
AL,CULLMAN,2007,199.0,50630.0
AL,CULLMAN,2008,136.0,30400.0
AL,CULLMAN,2009,154.0,41200.0
AL,CULLMAN,2010,123.0,36330.0
AL,CULLMAN,2011,178.0,56800.0
AL,CULLMAN,2012,76.0,19300.0
AL,DALE,2006,44.0,8000.0
AL,DALE,2007,43.0,8700.0
AL,DALE,2008,59.0,11500.0
AL,DALE,2009,64.0,18790.0
AL,DALE,2010,78.0,25800.0
AL,DALE,2011,149.0,19890.0
AL,DALE,2012,125.0,22100.0
AL,DALLAS,2006,32.0,10500.0
AL,DALLAS,2007,5.0,1300.0
AL,DALLAS,2008,10.0,3400.0
AL,DALLAS,2009,13.0,3700.0
AL,DALLAS,2010,6.0,1000.0
AL,DALLAS,2011,2.0,600.0
AL,DALLAS,2012,23.0,2300.0
AL,DE KALB,2006,95.0,20890.0
AL,DE KALB,2007,61.0,17160.0
AL,DE KALB,2008,54.0,12860.0
AL,DE KALB,2009,71.0,21500.0
AL,DE KALB,2010,108.0,22990.0
AL,DE KALB,2011,101.0,26630.0
AL,DE KALB,2012,122.0,33030.0
AL,ELMORE,2006,73.0,16030.0
AL,ELMORE,2007,100.0,20400.0
AL,ELMORE,2008,77.0,18500.0
AL,ELMORE,2009,29.0,7300.0
AL,ELMORE,2010,75.0,21100.0
AL,ELMORE,2011,115.0,19100.0
AL,ELMORE,2012,234.0,31800.0
AL,ESCAMBIA,2006,136.0,24510.0
AL,ESCAMBIA,2007,83.0,12620.0
AL,ESCAMBIA,2008,81.0,21000.0
AL,ESCAMBIA,2009,62.0,17360.0
AL,ESCAMBIA,2010,78.0,34200.0
AL,ESCAMBIA,2011,63.0,25500.0
AL,ESCAMBIA,2012,113.0,45300.0
AL,ETOWAH,2006,102.0,23500.0
AL,ETOWAH,2007,174.0,29400.0
AL,ETOWAH,2008,257.0,42500.0
AL,ETOWAH,2009,266.0,55500.0
AL,ETOWAH,2010,226.0,44700.0
AL,ETOWAH,2011,298.0,59700.0
AL,ETOWAH,2012,247.0,53100.0
AL,FAYETTE,2006,16.0,2000.0
AL,FAYETTE,2007,18.0,4800.0
AL,FAYETTE,2008,3.0,700.0
AL,FAYETTE,2009,2.0,1000.0
AL,FAYETTE,2010,4.0,2000.0
AL,FAYETTE,2011,18.0,4600.0
AL,FAYETTE,2012,37.0,9000.0
AL,FRANKLIN,2006,36.0,5200.0
AL,FRANKLIN,2007,93.0,16100.0
AL,FRANKLIN,2008,112.0,16000.0
AL,FRANKLIN,2009,168.0,24400.0
AL,FRANKLIN,2010,165.0,22500.0
AL,FRANKLIN,2011,164.0,22000.0
AL,FRANKLIN,2012,110.0,17400.0
AL,GENEVA,2006,7.0,700.0
AL,GENEVA,2007,12.0,1600.0
AL,GENEVA,2008,6.0,1400.0
AL,GENEVA,2009,8.0,2800.0
AL,GENEVA,2010,4.0,1700.0
AL,GENEVA,2011,4.0,2100.0
AL,GENEVA,2012,1.0,100.0
AL,GREENE,2006,1.0,100.0
AL,GREENE,2007,4.0,400.0
AL,GREENE,2008,4.0,1300.0
AL,GREENE,2009,3.0,700.0
AL,GREENE,2010,4.0,1700.0
AL,GREENE,2011,4.0,2000.0
AL,GREENE,2012,14.0,5900.0
AL,HALE,2006,2.0,1000.0
AL,HALE,2007,3.0,1100.0
AL,HALE,2008,3.0,700.0
AL,HALE,2009,1.0,500.0
AL,HALE,2010,3.0,1100.0
AL,HALE,2012,11.0,1100.0
AL,HENRY,2006,7.0,700.0
AL,HENRY,2011,7.0,3100.0
AL,HENRY,2012,1.0,100.0
AL,HOUSTON,2006,131.0,28660.0
AL,HOUSTON,2007,182.0,38300.0
AL,HOUSTON,2008,194.0,37800.0
AL,HOUSTON,2009,189.0,39800.0
AL,HOUSTON,2010,232.0,46800.0
AL,HOUSTON,2011,281.0,59700.0
AL,HOUSTON,2012,234.0,36200.0
AL,JACKSON,2006,25.0,7700.0
AL,JACKSON,2007,51.0,10300.0
AL,JACKSON,2008,74.0,21330.0
AL,JACKSON,2009,88.0,37800.0
AL,JACKSON,2010,59.0,39230.0
AL,JACKSON,2011,198.0,56230.0
AL,JACKSON,2012,142.0,31620.0
AL,JEFFERSON,2006,819.0,131510.0
AL,JEFFERSON,2007,1102.0,179660.0
AL,JEFFERSON,2008,908.0,162030.0
AL,JEFFERSON,2009,1047.0,213300.0
AL,JEFFERSON,2010,956.0,217100.0
AL,JEFFERSON,2011,936.0,212000.0
AL,JEFFERSON,2012,1325.0,257130.0
AL,LAMAR,2006,19.0,4700.0
AL,LAMAR,2007,17.0,2100.0
AL,LAMAR,2008,20.0,2800.0
AL,LAMAR,2009,32.0,10100.0
AL,LAMAR,2010,33.0,11200.0
AL,LAMAR,2011,26.0,9900.0
AL,LAMAR,2012,39.0,9500.0
AL,LAUDERDALE,2006,38.0,9400.0
AL,LAUDERDALE,2007,96.0,19200.0
AL,LAUDERDALE,2008,111.0,23100.0
AL,LAUDERDALE,2009,90.0,18300.0
AL,LAUDERDALE,2010,160.0,24800.0
AL,LAUDERDALE,2011,120.0,27400.0
AL,LAUDERDALE,2012,204.0,37700.0
AL,LAWRENCE,2006,6.0,600.0
AL,LAWRENCE,2007,30.0,3400.0
AL,LAWRENCE,2008,60.0,8400.0
AL,LAWRENCE,2009,79.0,13100.0
AL,LAWRENCE,2010,94.0,13400.0
AL,LAWRENCE,2011,41.0,6500.0
AL,LAWRENCE,2012,89.0,10900.0
AL,LEE,2006,82.0,14440.0
AL,LEE,2007,75.0,15190.0
AL,LEE,2008,72.0,16330.0
AL,LEE,2009,64.0,18730.0
AL,LEE,2010,96.0,25600.0
AL,LEE,2011,61.0,15300.0
AL,LEE,2012,73.0,16660.0
AL,LIMESTONE,2006,35.0,7500.0
AL,LIMESTONE,2007,68.0,15130.0
AL,LIMESTONE,2008,73.0,11700.0
AL,LIMESTONE,2009,45.0,10500.0
AL,LIMESTONE,2010,74.0,11000.0
AL,LIMESTONE,2011,76.0,14700.0
AL,LIMESTONE,2012,74.0,9400.0
AL,LOWNDES,2006,3.0,1200.0
AL,LOWNDES,2008,5.0,500.0
AL,LOWNDES,2009,3.0,2000.0
AL,LOWNDES,2010,3.0,1500.0
AL,LOWNDES,2011,2.0,1000.0
AL,MACON,2006,3.0,1100.0
AL,MACON,2007,9.0,2900.0
AL,MACON,2008,2.0,200.0
AL,MACON,2009,3.0,1500.0
AL,MACON,2010,7.0,1100.0
AL,MACON,2011,6.0,1000.0
AL,MACON,2012,6.0,1800.0
AL,MADISON,2006,385.0,67860.0
AL,MADISON,2007,365.0,63460.0
AL,MADISON,2008,388.0,60000.0
AL,MADISON,2009,479.0,70800.0
AL,MADISON,2010,387.0,60030.0
AL,MADISON,2011,527.0,87000.0
AL,MADISON,2012,568.0,102030.0
AL,MARENGO,2006,4.0,2000.0
AL,MARENGO,2007,13.0,3400.0
AL,MARENGO,2008,16.0,6430.0
AL,MARENGO,2009,20.0,4000.0
AL,MARENGO,2010,8.0,2000.0
AL,MARENGO,2011,54.0,5800.0
AL,MARENGO,2012,31.0,5500.0
AL,MARION,2006,12.0,1200.0
AL,MARION,2007,22.0,4200.0
AL,MARION,2008,9.0,2500.0
AL,MARION,2009,55.0,31300.0
AL,MARION,2010,61.0,31400.0
AL,MARION,2011,90.0,25700.0
AL,MARION,2012,120.0,26920.0
AL,MARSHALL,2006,80.0,15530.0
AL,MARSHALL,2007,70.0,10600.0
AL,MARSHALL,2008,84.0,15200.0
AL,MARSHALL,2009,87.0,19100.0
AL,MARSHALL,2010,191.0,29030.0
AL,MARSHALL,2011,137.0,29500.0
AL,MARSHALL,2012,74.0,13800.0
AL,MOBILE,2006,450.0,94700.0
AL,MOBILE,2007,340.0,64400.0
AL,MOBILE,2008,637.0,122100.0
AL,MOBILE,2009,625.0,172500.0
AL,MOBILE,2010,888.0,211600.0
AL,MOBILE,2011,852.0,221200.0
AL,MOBILE,2012,714.0,215000.0
AL,MONROE,2009,4.0,400.0
AL,MONROE,2010,15.0,4800.0
AL,MONROE,2011,16.0,7000.0
AL,MONROE,2012,21.0,7700.0
AL,MONTGOMERY,2006,374.0,77400.0
AL,MONTGOMERY,2007,381.0,78500.0
AL,MONTGOMERY,2008,394.0,74200.0
AL,MONTGOMERY,2009,388.0,71800.0
AL,MONTGOMERY,2010,437.0,87200.0
AL,MONTGOMERY,2011,435.0,99500.0
AL,MONTGOMERY,2012,395.0,77700.0
AL,MORGAN,2006,129.0,20580.0
AL,MORGAN,2007,100.0,17530.0
AL,MORGAN,2008,93.0,14830.0
AL,MORGAN,2009,114.0,20200.0
AL,MORGAN,2010,122.0,16930.0
AL,MORGAN,2011,122.0,42500.0
AL,MORGAN,2012,89.0,13700.0
AL,PERRY,2006,5.0,500.0
AL,PERRY,2007,3.0,1100.0
AL,PERRY,2008,1.0,500.0
AL,PERRY,2009,4.0,1700.0
AL,PERRY,2010,3.0,1100.0
AL,PERRY,2012,1.0,500.0
AL,PICKENS,2006,10.0,2600.0
AL,PICKENS,2007,20.0,5200.0
AL,PICKENS,2008,66.0,8600.0
AL,PICKENS,2009,44.0,6800.0
AL,PICKENS,2010,35.0,10300.0
AL,PICKENS,2011,15.0,3100.0
AL,PICKENS,2012,37.0,10100.0
AL,PIKE,2006,55.0,8300.0
AL,PIKE,2007,74.0,9800.0
AL,PIKE,2008,109.0,13300.0
AL,PIKE,2009,113.0,14100.0
AL,PIKE,2010,72.0,10400.0
AL,PIKE,2011,66.0,7400.0
AL,PIKE,2012,127.0,16300.0
AL,RANDOLPH,2006,11.0,3100.0
AL,RANDOLPH,2007,3.0,1100.0
AL,RANDOLPH,2008,3.0,1100.0
AL,RANDOLPH,2009,19.0,8700.0
AL,RANDOLPH,2010,12.0,5200.0
AL,RANDOLPH,2011,10.0,3200.0
AL,RANDOLPH,2012,10.0,4200.0
AL,RUSSELL,2006,79.0,17900.0
AL,RUSSELL,2007,74.0,16600.0
AL,RUSSELL,2008,86.0,16200.0
AL,RUSSELL,2009,85.0,18900.0
AL,RUSSELL,2010,73.0,15700.0
AL,RUSSELL,2011,115.0,17900.0
AL,RUSSELL,2012,76.0,13300.0
AL,SAINT CLAIR,2006,59.0,15500.0
AL,SAINT CLAIR,2007,90.0,23330.0
AL,SAINT CLAIR,2008,35.0,10500.0
AL,SAINT CLAIR,2009,146.0,24300.0
AL,SAINT CLAIR,2010,61.0,16500.0
AL,SAINT CLAIR,2011,71.0,19500.0
AL,SAINT CLAIR,2012,139.0,24900.0
AL,SHELBY,2006,273.0,38150.0
AL,SHELBY,2007,282.0,45000.0
AL,SHELBY,2008,182.0,30600.0
AL,SHELBY,2009,206.0,46200.0
AL,SHELBY,2010,176.0,37000.0
AL,SHELBY,2011,242.0,46400.0
AL,SHELBY,2012,278.0,47400.0
AL,SUMTER,2006,12.0,2400.0
AL,SUMTER,2007,10.0,1400.0
AL,SUMTER,2008,14.0,3800.0
AL,SUMTER,2009,10.0,3400.0
AL,SUMTER,2010,30.0,10200.0
AL,SUMTER,2011,6.0,2200.0
AL,TALLADEGA,2006,92.0,15200.0
AL,TALLADEGA,2007,102.0,18200.0
AL,TALLADEGA,2008,93.0,14500.0
AL,TALLADEGA,2009,155.0,27500.0
AL,TALLADEGA,2010,145.0,22100.0
AL,TALLADEGA,2011,126.0,23100.0
AL,TALLADEGA,2012,101.0,15300.0
AL,TALLAPOOSA,2006,15.0,1900.0
AL,TALLAPOOSA,2007,8.0,800.0
AL,TALLAPOOSA,2008,4.0,1200.0
AL,TALLAPOOSA,2009,6.0,2200.0
AL,TALLAPOOSA,2010,8.0,3200.0
AL,TALLAPOOSA,2011,5.0,4500.0
AL,TALLAPOOSA,2012,9.0,6300.0
AL,TUSCALOOSA,2006,134.0,31800.0
AL,TUSCALOOSA,2007,185.0,29300.0
AL,TUSCALOOSA,2008,202.0,47000.0
AL,TUSCALOOSA,2009,351.0,103600.0
AL,TUSCALOOSA,2010,201.0,42100.0
AL,TUSCALOOSA,2011,332.0,64900.0
AL,TUSCALOOSA,2012,298.0,67000.0
AL,WALKER,2006,165.0,22900.0
AL,WALKER,2007,241.0,55000.0
AL,WALKER,2008,403.0,62800.0
AL,WALKER,2009,327.0,48400.0
AL,WALKER,2010,175.0,34900.0
AL,WALKER,2011,220.0,42600.0
AL,WALKER,2012,185.0,36700.0
AL,WASHINGTON,2006,7.0,2300.0
AL,WASHINGTON,2007,2.0,200.0
AL,WASHINGTON,2008,5.0,500.0
AL,WILCOX,2006,10.0,1400.0
AL,WILCOX,2007,10.0,1400.0
AL,WILCOX,2008,39.0,5500.0
AL,WILCOX,2009,14.0,2600.0
AL,WILCOX,2010,11.0,2300.0
AL,WILCOX,2011,26.0,3000.0
AL,WILCOX,2012,19.0,2300.0
AL,WINSTON,2006,49.0,8200.0
AL,WINSTON,2007,40.0,8000.0
AL,WINSTON,2008,68.0,15700.0
AL,WINSTON,2009,80.0,18300.0
AL,WINSTON,2010,73.0,16200.0
AL,WINSTON,2011,110.0,21200.0
AL,WINSTON,2012,70.0,19330.0
AR,ARKANSAS,2006,24.0,6800.0
AR,ARKANSAS,2007,17.0,3300.0
AR,ARKANSAS,2008,18.0,4200.0
AR,ARKANSAS,2009,20.0,4400.0
AR,ARKANSAS,2010,24.0,3200.0
AR,ARKANSAS,2011,21.0,4200.0
AR,ARKANSAS,2012,28.0,6500.0
AR,ASHLEY,2006,15.0,1900.0
AR,ASHLEY,2007,16.0,2800.0
AR,ASHLEY,2008,13.0,1300.0
AR,ASHLEY,2009,11.0,1500.0
AR,ASHLEY,2010,30.0,3400.0
AR,ASHLEY,2011,50.0,5400.0
AR,ASHLEY,2012,17.0,2900.0
AR,BAXTER,2006,42.0,7000.0
AR,BAXTER,2007,37.0,4500.0
AR,BAXTER,2008,34.0,5000.0
AR,BAXTER,2009,51.0,5500.0
AR,BAXTER,2010,61.0,7300.0
AR,BAXTER,2011,48.0,6800.0
AR,BAXTER,2012,41.0,7300.0
AR,BENTON,2006,150.0,19000.0
AR,BENTON,2007,208.0,34000.0
AR,BENTON,2008,232.0,30000.0
AR,BENTON,2009,205.0,31700.0
AR,BENTON,2010,260.0,31600.0
AR,BENTON,2011,361.0,43700.0
AR,BENTON,2012,205.0,46100.0
AR,BOONE,2006,29.0,6500.0
AR,BOONE,2007,42.0,6600.0
AR,BOONE,2008,35.0,3500.0
AR,BOONE,2009,39.0,5500.0
AR,BOONE,2010,16.0,2800.0
AR,BOONE,2011,32.0,6000.0
AR,BOONE,2012,24.0,6400.0
AR,CARROLL,2006,18.0,3400.0
AR,CARROLL,2007,31.0,5500.0
AR,CARROLL,2008,30.0,4600.0
AR,CARROLL,2009,17.0,5700.0
AR,CARROLL,2010,41.0,4500.0
AR,CARROLL,2011,28.0,3600.0
AR,CARROLL,2012,8.0,2000.0
AR,CLARK,2006,12.0,2000.0
AR,CLARK,2007,12.0,1200.0
AR,CLARK,2008,14.0,3000.0
AR,CLARK,2009,28.0,3600.0
AR,CLARK,2010,18.0,3000.0
AR,CLARK,2011,35.0,5500.0
AR,CLARK,2012,25.0,8500.0
AR,CLAY,2006,11.0,1500.0
AR,CLAY,2007,14.0,2200.0
AR,CLAY,2008,31.0,4300.0
AR,CLAY,2009,16.0,2000.0
AR,CLAY,2010,20.0,2000.0
AR,CLAY,2011,28.0,3600.0
AR,CLAY,2012,25.0,4500.0
AR,CLEBURNE,2006,12.0,2400.0
AR,CLEBURNE,2007,15.0,1900.0
AR,CLEBURNE,2008,24.0,3200.0
AR,CLEBURNE,2009,13.0,2100.0
AR,CLEBURNE,2010,25.0,2900.0
AR,CLEBURNE,2011,37.0,4900.0
AR,CLEBURNE,2012,20.0,3200.0
AR,COLUMBIA,2006,10.0,1400.0
AR,COLUMBIA,2007,10.0,1800.0
AR,COLUMBIA,2008,14.0,2600.0
AR,COLUMBIA,2009,13.0,1700.0
AR,COLUMBIA,2010,8.0,2800.0
AR,COLUMBIA,2011,24.0,4400.0
AR,COLUMBIA,2012,27.0,4300.0
AR,CONWAY,2006,27.0,4300.0
AR,CONWAY,2007,26.0,4200.0
AR,CONWAY,2008,42.0,5000.0
AR,CONWAY,2009,15.0,1900.0
AR,CONWAY,2010,59.0,8300.0
AR,CONWAY,2011,37.0,4500.0
AR,CONWAY,2012,40.0,6800.0
AR,CRAIGHEAD,2006,50.0,8200.0
AR,CRAIGHEAD,2007,67.0,9100.0
AR,CRAIGHEAD,2008,78.0,11000.0
AR,CRAIGHEAD,2009,108.0,16400.0
AR,CRAIGHEAD,2010,80.0,9200.0
AR,CRAIGHEAD,2011,87.0,11500.0
AR,CRAIGHEAD,2012,49.0,13700.0
AR,CRAWFORD,2006,81.0,9300.0
AR,CRAWFORD,2007,137.0,16900.0
AR,CRAWFORD,2008,204.0,25200.0
AR,CRAWFORD,2009,142.0,17400.0
AR,CRAWFORD,2010,178.0,22200.0
AR,CRAWFORD,2011,207.0,27100.0
AR,CRAWFORD,2012,149.0,25300.0
AR,CRITTENDEN,2006,20.0,3200.0
AR,CRITTENDEN,2007,28.0,4000.0
AR,CRITTENDEN,2008,18.0,3000.0
AR,CRITTENDEN,2009,28.0,4000.0
AR,CRITTENDEN,2010,34.0,4600.0
AR,CRITTENDEN,2011,13.0,1700.0
AR,CRITTENDEN,2012,23.0,3100.0
AR,CROSS,2006,14.0,1800.0
AR,CROSS,2007,5.0,900.0
AR,CROSS,2008,7.0,1100.0
AR,CROSS,2009,15.0,1500.0
AR,CROSS,2010,12.0,2000.0
AR,CROSS,2011,14.0,1800.0
AR,CROSS,2012,22.0,3000.0
AR,DALLAS,2006,7.0,1500.0
AR,DALLAS,2007,4.0,800.0
AR,DALLAS,2008,13.0,1700.0
AR,DALLAS,2009,16.0,2400.0
AR,DALLAS,2010,15.0,2700.0
AR,DALLAS,2011,16.0,2400.0
AR,DALLAS,2012,11.0,1500.0
AR,DESHA,2006,8.0,1200.0
AR,DESHA,2007,8.0,1200.0
AR,DESHA,2008,9.0,900.0
AR,DESHA,2009,24.0,3600.0
AR,DESHA,2010,6.0,1800.0
AR,DESHA,2011,28.0,3600.0
AR,DESHA,2012,13.0,2500.0
AR,DREW,2006,11.0,1900.0
AR,DREW,2007,23.0,3500.0
AR,DREW,2008,32.0,4400.0
AR,DREW,2009,38.0,5000.0
AR,DREW,2010,34.0,3800.0
AR,DREW,2011,26.0,2600.0
AR,DREW,2012,36.0,4800.0
AR,FAULKNER,2006,27.0,3100.0
AR,FAULKNER,2007,39.0,5900.0
AR,FAULKNER,2008,57.0,8100.0
AR,FAULKNER,2009,42.0,5000.0
AR,FAULKNER,2010,84.0,11200.0
AR,FAULKNER,2011,53.0,6900.0
AR,FAULKNER,2012,60.0,14000.0
AR,FRANKLIN,2006,26.0,5800.0
AR,FRANKLIN,2007,26.0,8600.0
AR,FRANKLIN,2008,13.0,2900.0
AR,FRANKLIN,2009,16.0,5200.0
AR,FRANKLIN,2010,15.0,2700.0
AR,FRANKLIN,2011,13.0,1300.0
AR,FRANKLIN,2012,16.0,1600.0
AR,FULTON,2006,6.0,1800.0
AR,FULTON,2007,5.0,1300.0
AR,FULTON,2008,4.0,2000.0
AR,FULTON,2009,3.0,1500.0
AR,FULTON,2010,4.0,2000.0
AR,FULTON,2011,2.0,200.0
AR,GARLAND,2006,81.0,10900.0
AR,GARLAND,2007,98.0,11800.0
AR,GARLAND,2008,146.0,20200.0
AR,GARLAND,2009,135.0,17900.0
AR,GARLAND,2010,174.0,19800.0
AR,GARLAND,2011,192.0,22000.0
AR,GARLAND,2012,141.0,28100.0
AR,GRANT,2006,7.0,700.0
AR,GRANT,2007,14.0,1800.0
AR,GRANT,2008,10.0,1400.0
AR,GRANT,2009,16.0,2800.0
AR,GRANT,2010,25.0,4100.0
AR,GRANT,2011,18.0,3000.0
AR,GRANT,2012,13.0,2100.0
AR,GREENE,2006,39.0,7500.0
AR,GREENE,2007,50.0,13400.0
AR,GREENE,2008,36.0,7200.0
AR,GREENE,2009,72.0,8800.0
AR,GREENE,2010,53.0,8100.0
AR,GREENE,2011,48.0,6400.0
AR,GREENE,2012,47.0,8300.0
AR,HEMPSTEAD,2006,28.0,4800.0
AR,HEMPSTEAD,2007,41.0,4500.0
AR,HEMPSTEAD,2008,20.0,2400.0
AR,HEMPSTEAD,2009,23.0,3100.0
AR,HEMPSTEAD,2010,34.0,3800.0
AR,HEMPSTEAD,2011,56.0,7200.0
AR,HEMPSTEAD,2012,49.0,6900.0
AR,HOT SPRING,2006,15.0,1500.0
AR,HOT SPRING,2007,31.0,3900.0
AR,HOT SPRING,2008,28.0,5600.0
AR,HOT SPRING,2009,34.0,5800.0
AR,HOT SPRING,2010,33.0,6500.0
AR,HOT SPRING,2011,44.0,6400.0
AR,HOT SPRING,2012,27.0,4700.0
AR,HOWARD,2006,28.0,4800.0
AR,HOWARD,2007,20.0,2800.0
AR,HOWARD,2008,27.0,3900.0
AR,HOWARD,2009,33.0,4900.0
AR,HOWARD,2010,22.0,3000.0
AR,HOWARD,2011,51.0,5900.0
AR,HOWARD,2012,20.0,2800.0
AR,INDEPENDENCE,2006,24.0,6000.0
